,Giorno,T Media,T min,T max,Precip.,Umidità,Vento Max,Raffica,Fenomeni,Info,mese,anno,citta
4897,16,23 °C,13 °C,28 °C,-,59 %,18 km/h,-,Nessuno,,Maggio,2022,Formia
4898,17,23 °C,13 °C,28 °C,-,57 %,18 km/h,-,Nessuno,,Maggio,2022,Formia
4899,18,24 °C,14 °C,28 °C,-,56 %,18 km/h,-,Nessuno,,Maggio,2022,Formia
4900,19,23 °C,14 °C,28 °C,-,53 %,15 km/h,-,Nessuno,,Maggio,2022,Formia
4901,20,23 °C,13 °C,28 °C,-,53 %,15 km/h,-,Nessuno,,Maggio,2022,Formia
4902,21,-,-,-,-,-,-,-,,n/d,Maggio,2022,Formia
4903,22,-,-,-,-,-,-,-,,n/d,Maggio,2022,Formia
4904,23,25 °C,17 °C,29 °C,-,61 %,21 km/h,-,Nessuno,,Maggio,2022,Formia
4905,24,25 °C,15 °C,29 °C,-,50 %,21 km/h,-,Nessuno,,Maggio,2022,Formia
4906,25,25 °C,14 °C,29 °C,-,48 %,15 km/h,-,Nessuno,,Maggio,2022,Formia
4907,26,27 °C,17 °C,32 °C,-,45 %,15 km/h,-,Nessuno,,Maggio,2022,Formia
4908,27,28 °C,21 °C,32 °C,-,52 %,9 km/h,-,Nessuno,,Maggio,2022,Formia
4909,28,26 °C,19 °C,31 °C,n/d,57 %,18 km/h,-,,,Maggio,2022,Formia
4910,29,-,-,-,-,-,-,-,,n/d,Maggio,2022,Formia
4911,30,24 °C,16 °C,28 °C,-,58 %,24 km/h,-,Nessuno,,Maggio,2022,Formia
4912,1,13.4 °C,10 °C,16 °C,n/d,88 %,14.8 km/h,-,,,Giugno,1995,Gaeta
4913,2,15.3 °C,10 °C,19 °C,-,84 %,14.8 km/h,-,,,Giugno,1995,Gaeta
4914,3,17.5 °C,12 °C,22 °C,-,76 %,16.5 km/h,-,Nessuno,,Giugno,1995,Gaeta
4915,4,19.4 °C,11 °C,25 °C,-,65 %,14.8 km/h,-,Nessuno,,Giugno,1995,Gaeta
4916,5,19.4 °C,12 °C,25 °C,-,63 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4917,6,18.7 °C,12 °C,23 °C,-,63 %,22.2 km/h,-,Nessuno,,Giugno,1995,Gaeta
4918,7,14.5 °C,9 °C,22 °C,-,74 %,9.4 km/h,-,Nessuno,,Giugno,1995,Gaeta
4919,8,18.8 °C,14 °C,24 °C,-,79 %,9.4 km/h,-,Nessuno,,Giugno,1995,Gaeta
4920,9,18.1 °C,11 °C,25 °C,-,69 %,16.5 km/h,-,Nessuno,,Giugno,1995,Gaeta
4921,10,21.1 °C,13 °C,25 °C,-,58 %,24.1 km/h,-,Nessuno,,Giugno,1995,Gaeta
4922,11,20.3 °C,14 °C,23 °C,-,73 %,20.6 km/h,-,Nessuno,,Giugno,1995,Gaeta
4923,12,16.8 °C,13 °C,21 °C,n/d,79 %,18.3 km/h,-,,,Giugno,1995,Gaeta
4924,13,18.3 °C,14 °C,23 °C,-,70 %,20.6 km/h,-,Nessuno,,Giugno,1995,Gaeta
4925,14,18 °C,10 °C,24 °C,-,66 %,16.5 km/h,-,Nessuno,,Giugno,1995,Gaeta
4926,15,19.1 °C,11 °C,25 °C,-,61 %,14.8 km/h,-,Nessuno,,Giugno,1995,Gaeta
4927,16,19.9 °C,12 °C,27 °C,-,59 %,22.2 km/h,-,Nessuno,,Giugno,1995,Gaeta
4928,17,18.8 °C,12 °C,25 °C,-,64 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4929,18,20.2 °C,11 °C,28 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4930,19,21.2 °C,14 °C,27 °C,-,57 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4931,20,22.2 °C,15 °C,28 °C,-,57 %,20.6 km/h,-,Nessuno,,Giugno,1995,Gaeta
4932,21,22.4 °C,15 °C,29 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4933,22,17.5 °C,15 °C,24 °C,-,72 %,20.6 km/h,-,Nessuno,,Giugno,1995,Gaeta
4934,23,22.5 °C,16 °C,28 °C,n/d,68 %,25.9 km/h,-,,,Giugno,1995,Gaeta
4935,24,18.8 °C,12 °C,23 °C,-,64 %,29.4 km/h,-,Nessuno,,Giugno,1995,Gaeta
4936,25,18.7 °C,11 °C,25 °C,-,54 %,11.1 km/h,-,Nessuno,,Giugno,1995,Gaeta
4937,26,22.4 °C,12 °C,31 °C,-,47 %,14.8 km/h,-,Nessuno,,Giugno,1995,Gaeta
4938,27,25.2 °C,17 °C,33 °C,-,46 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4939,28,24.7 °C,19 °C,29 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Gaeta
4940,29,20 °C,18 °C,24 °C,n/d,81 %,14.8 km/h,-,,,Giugno,1995,Gaeta
4941,1,17.1 °C,8 °C,22 °C,-,45 %,20.6 km/h,-,Nessuno,,Settembre,1995,Gaeta
4942,2,18.5 °C,11 °C,23 °C,-,58 %,14.8 km/h,-,Nessuno,,Settembre,1995,Gaeta
4943,3,18.8 °C,9 °C,26 °C,-,59 %,5.4 km/h,-,Nessuno,,Settembre,1995,Gaeta
4944,4,23 °C,17 °C,28 °C,n/d,63 %,18.3 km/h,-,,,Settembre,1995,Gaeta
4945,5,18.7 °C,16 °C,21 °C,n/d,85 %,18.3 km/h,-,,,Settembre,1995,Gaeta
4946,6,19.7 °C,15 °C,24 °C,-,70 %,16.5 km/h,-,Nessuno,,Settembre,1995,Gaeta
4947,7,20.2 °C,12 °C,25 °C,-,68 %,22.2 km/h,-,Nessuno,,Settembre,1995,Gaeta
4948,8,21.9 °C,17 °C,27 °C,n/d,75 %,27.8 km/h,-,,,Settembre,1995,Gaeta
4949,9,20.5 °C,13 °C,26 °C,-,69 %,18.3 km/h,-,Nessuno,,Settembre,1995,Gaeta
4950,10,21.7 °C,13 °C,27 °C,-,58 %,9.4 km/h,-,Nessuno,,Settembre,1995,Gaeta
4951,11,20.6 °C,13 °C,27 °C,-,65 %,11.1 km/h,-,Nessuno,,Settembre,1995,Gaeta
4952,12,20.4 °C,13 °C,27 °C,-,65 %,13 km/h,-,,,Settembre,1995,Gaeta
4953,13,20 °C,14 °C,22 °C,n/d,79 %,20.6 km/h,-,,,Settembre,1995,Gaeta
4954,14,16.6 °C,15 °C,20 °C,n/d,78 %,16.5 km/h,-,,,Settembre,1995,Gaeta
4955,15,18.9 °C,13 °C,23 °C,-,78 %,18.3 km/h,-,,,Settembre,1995,Gaeta
4956,16,18 °C,13 °C,24 °C,n/d,81 %,14.8 km/h,-,,,Settembre,1995,Gaeta
4957,17,18.4 °C,16 °C,23 °C,n/d,80 %,14.8 km/h,-,,,Settembre,1995,Gaeta
4958,18,21.8 °C,15 °C,26 °C,-,78 %,9.4 km/h,-,Nessuno,,Settembre,1995,Gaeta
4959,19,21.9 °C,19 °C,24 °C,-,88 %,24.1 km/h,-,Nessuno,,Settembre,1995,Gaeta
4960,20,20.1 °C,14 °C,24 °C,-,71 %,11.1 km/h,-,Nessuno,,Settembre,1995,Gaeta
4961,21,15.6 °C,12 °C,19 °C,n/d,86 %,14.8 km/h,-,,,Settembre,1995,Gaeta
4962,22,18 °C,10 °C,22 °C,-,75 %,13 km/h,-,,,Settembre,1995,Gaeta
4963,23,18.4 °C,10 °C,24 °C,-,74 %,13 km/h,-,Nessuno,,Settembre,1995,Gaeta
4964,24,16.1 °C,11 °C,21 °C,n/d,80 %,14.8 km/h,-,,,Settembre,1995,Gaeta
4965,25,16.2 °C,11 °C,24 °C,-,85 %,9.4 km/h,-,Nessuno,,Settembre,1995,Gaeta
4966,26,18.8 °C,11 °C,24 °C,-,72 %,9.4 km/h,-,Nessuno,,Settembre,1995,Gaeta
4967,27,18.3 °C,11 °C,24 °C,-,72 %,18.3 km/h,-,Nessuno,,Settembre,1995,Gaeta
4968,28,18.3 °C,9 °C,24 °C,-,68 %,11.1 km/h,-,Nessuno,,Settembre,1995,Gaeta
4969,29,17.7 °C,10 °C,23 °C,-,71 %,16.5 km/h,-,Nessuno,,Settembre,1995,Gaeta
4970,1,14.2 °C,11 °C,18 °C,n/d,84 %,9.4 km/h,-,,,Maggio,1995,Gaeta
4971,2,15.6 °C,9 °C,22 °C,-,74 %,20.6 km/h,-,,,Maggio,1995,Gaeta
4972,3,15.5 °C,9 °C,22 °C,-,61 %,18.3 km/h,-,Nessuno,,Maggio,1995,Gaeta
4973,4,13.1 °C,5 °C,20 °C,-,63 %,20.6 km/h,-,Nessuno,,Maggio,1995,Gaeta
4974,5,14.9 °C,6 °C,24 °C,-,69 %,14.8 km/h,-,Nessuno,,Maggio,1995,Gaeta
4975,6,17.8 °C,9 °C,25 °C,-,58 %,20.6 km/h,-,Nessuno,,Maggio,1995,Gaeta
4976,7,17 °C,10 °C,25 °C,-,66 %,14.8 km/h,-,Nessuno,,Maggio,1995,Gaeta
4977,8,14.3 °C,8 °C,22 °C,-,67 %,24.1 km/h,-,Nessuno,,Maggio,1995,Gaeta
4978,9,16.7 °C,8 °C,24 °C,-,62 %,18.3 km/h,-,Nessuno,,Maggio,1995,Gaeta
4979,10,17 °C,9 °C,24 °C,-,70 %,18.3 km/h,-,Nessuno,,Maggio,1995,Gaeta
4980,11,17.8 °C,14 °C,24 °C,n/d,74 %,27.8 km/h,-,,,Maggio,1995,Gaeta
4981,12,14.9 °C,12 °C,17 °C,n/d,88 %,31.3 km/h,55 km/h,,,Maggio,1995,Gaeta
4982,13,11.6 °C,8 °C,16 °C,n/d,82 %,29.4 km/h,52 km/h,,,Maggio,1995,Gaeta
4983,14,11.7 °C,8 °C,15 °C,n/d,82 %,16.5 km/h,-,,,Maggio,1995,Gaeta
4984,15,14.9 °C,8 °C,20 °C,-,67 %,24.1 km/h,-,Nessuno,,Maggio,1995,Gaeta
4985,16,16.3 °C,12 °C,20 °C,-,69 %,16.5 km/h,-,Nessuno,,Maggio,1995,Gaeta
4986,17,15.4 °C,12 °C,19 °C,-,80 %,20.6 km/h,-,Nessuno,,Maggio,1995,Gaeta
4987,18,15.7 °C,11 °C,21 °C,n/d,79 %,20.6 km/h,-,,,Maggio,1995,Gaeta
4988,19,16.6 °C,14 °C,21 °C,-,78 %,22.2 km/h,-,Nessuno,,Maggio,1995,Gaeta
4989,20,16 °C,11 °C,20 °C,-,66 %,14.8 km/h,-,,,Maggio,1995,Gaeta
4990,21,12.9 °C,10 °C,17 °C,-,85 %,24.1 km/h,-,Nessuno,,Maggio,1995,Gaeta
4991,22,14.3 °C,6 °C,20 °C,n/d,75 %,11.1 km/h,-,,,Maggio,1995,Gaeta
4992,23,16.1 °C,9 °C,22 °C,-,77 %,16.5 km/h,-,,,Maggio,1995,Gaeta
4993,24,13.9 °C,9 °C,23 °C,-,80 %,14.8 km/h,-,Nessuno,,Maggio,1995,Gaeta
4994,25,19.4 °C,10 °C,27 °C,-,61 %,5.4 km/h,-,Nessuno,,Maggio,1995,Gaeta
4995,26,19.9 °C,13 °C,24 °C,n/d,70 %,11.1 km/h,-,,,Maggio,1995,Gaeta
4996,27,21.9 °C,14 °C,28 °C,-,65 %,13 km/h,-,Nessuno,,Maggio,1995,Gaeta
4997,28,21.6 °C,12 °C,28 °C,-,72 %,14.8 km/h,-,,,Maggio,1995,Gaeta
4998,29,21 °C,14 °C,27 °C,-,79 %,18.3 km/h,-,Nessuno,,Maggio,1995,Gaeta
4999,30,21.4 °C,14 °C,27 °C,-,68 %,14.8 km/h,-,Nessuno,,Maggio,1995,Gaeta
5000,1,21.1 °C,12 °C,28 °C,-,54 %,13 km/h,-,Nessuno,,Giugno,1996,Gaeta
5001,2,21.9 °C,13 °C,27 °C,-,51 %,13 km/h,-,Nessuno,,Giugno,1996,Gaeta
5002,3,20.2 °C,12 °C,30 °C,-,53 %,7.6 km/h,-,Nessuno,,Giugno,1996,Gaeta
5003,4,20.1 °C,16 °C,23 °C,n/d,77 %,9.4 km/h,-,,,Giugno,1996,Gaeta
5004,5,22.5 °C,17 °C,27 °C,n/d,65 %,13 km/h,-,,,Giugno,1996,Gaeta
5005,6,23.6 °C,17 °C,27 °C,-,60 %,9.4 km/h,-,Nessuno,,Giugno,1996,Gaeta
5006,7,25.8 °C,17 °C,31 °C,-,59 %,20.6 km/h,-,,,Giugno,1996,Gaeta
5007,8,26.2 °C,17 °C,32 °C,-,60 %,14.8 km/h,-,Nessuno,,Giugno,1996,Gaeta
5008,9,26.9 °C,18 °C,34 °C,-,59 %,18.3 km/h,-,Nessuno,,Giugno,1996,Gaeta
5009,10,26.4 °C,18 °C,34 °C,-,63 %,11.1 km/h,-,,,Giugno,1996,Gaeta
5010,11,26.2 °C,18 °C,34 °C,-,61 %,14.8 km/h,31 km/h,Nessuno,,Giugno,1996,Gaeta
5011,12,26.1 °C,17 °C,34 °C,n/d,55 %,16.5 km/h,-,,,Giugno,1996,Gaeta
5012,13,24.4 °C,16 °C,33 °C,-,62 %,1.9 km/h,-,Nessuno,,Giugno,1996,Gaeta
5013,14,-,-,-,-,-,-,-,,n/d,Giugno,1996,Gaeta
5014,15,26 °C,23 °C,29 °C,-,41 %,13 km/h,-,Nessuno,,Giugno,1996,Gaeta
5015,16,22.4 °C,16 °C,27 °C,n/d,57 %,14.8 km/h,-,,,Giugno,1996,Gaeta
5016,17,18.8 °C,15 °C,25 °C,n/d,81 %,18.3 km/h,-,,,Giugno,1996,Gaeta
5017,18,25 °C,20 °C,29 °C,-,48 %,24.1 km/h,31 km/h,Nessuno,,Giugno,1996,Gaeta
5018,19,21.8 °C,15 °C,27 °C,-,66 %,18.3 km/h,-,Nessuno,,Giugno,1996,Gaeta
5019,20,22.6 °C,15 °C,27 °C,-,65 %,14.8 km/h,-,Nessuno,,Giugno,1996,Gaeta
5020,21,24.1 °C,14 °C,30 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1996,Gaeta
5021,22,20.4 °C,16 °C,25 °C,n/d,68 %,16.5 km/h,-,,,Giugno,1996,Gaeta
5022,23,20.7 °C,15 °C,25 °C,-,54 %,11.1 km/h,-,Nessuno,,Giugno,1996,Gaeta
5023,24,18.4 °C,13 °C,23 °C,-,65 %,11.1 km/h,-,Nessuno,,Giugno,1996,Gaeta
5024,25,17.7 °C,15 °C,22 °C,n/d,79 %,14.8 km/h,-,,,Giugno,1996,Gaeta
5025,26,17.2 °C,12 °C,21 °C,n/d,72 %,9.4 km/h,-,,,Giugno,1996,Gaeta
5026,27,18.2 °C,12 °C,23 °C,-,71 %,5.4 km/h,-,,,Giugno,1996,Gaeta
5027,28,19.8 °C,10 °C,26 °C,-,60 %,7.6 km/h,-,Nessuno,,Giugno,1996,Gaeta
5028,29,20.4 °C,12 °C,27 °C,-,61 %,5.4 km/h,-,Nessuno,,Giugno,1996,Gaeta
5029,1,20.9 °C,11 °C,27 °C,-,64 %,9.4 km/h,-,Nessuno,,Settembre,1996,Gaeta
5030,2,20.6 °C,16 °C,25 °C,n/d,72 %,20.6 km/h,-,,,Settembre,1996,Gaeta
5031,3,20.3 °C,12 °C,26 °C,-,69 %,11.1 km/h,-,Nessuno,,Settembre,1996,Gaeta
5032,4,18.7 °C,15 °C,22 °C,n/d,71 %,18.3 km/h,39 km/h,,,Settembre,1996,Gaeta
5033,5,19.8 °C,12 °C,27 °C,-,64 %,11.1 km/h,-,Nessuno,,Settembre,1996,Gaeta
5034,6,19.6 °C,13 °C,25 °C,-,68 %,11.1 km/h,-,,,Settembre,1996,Gaeta
5035,7,14.4 °C,11 °C,20 °C,n/d,85 %,13 km/h,-,,,Settembre,1996,Gaeta
5036,8,17 °C,6 °C,24 °C,-,42 %,9.4 km/h,-,Nessuno,,Settembre,1996,Gaeta
5037,9,18.4 °C,10 °C,24 °C,-,60 %,11.1 km/h,-,Nessuno,,Settembre,1996,Gaeta
5038,10,22.1 °C,16 °C,25 °C,-,40 %,7.6 km/h,-,Nessuno,,Settembre,1996,Gaeta
5039,11,18.4 °C,10 °C,25 °C,-,65 %,5.4 km/h,-,Nessuno,,Settembre,1996,Gaeta
5040,12,22.1 °C,17 °C,26 °C,n/d,84 %,16.5 km/h,-,,,Settembre,1996,Gaeta
5041,13,18.7 °C,16 °C,22 °C,n/d,81 %,16.5 km/h,-,,,Settembre,1996,Gaeta
5042,14,17.6 °C,10 °C,23 °C,-,48 %,13 km/h,-,Nessuno,,Settembre,1996,Gaeta
5043,15,16.6 °C,7 °C,24 °C,-,58 %,9.4 km/h,-,Nessuno,,Settembre,1996,Gaeta
5044,16,18.3 °C,9 °C,23 °C,-,67 %,13 km/h,-,Nessuno,,Settembre,1996,Gaeta
5045,17,17.7 °C,10 °C,24 °C,-,69 %,16.5 km/h,-,Nessuno,,Settembre,1996,Gaeta
5046,18,14.7 °C,14 °C,16 °C,n/d,89 %,9.4 km/h,-,,,Settembre,1996,Gaeta
5047,19,17.7 °C,12 °C,22 °C,n/d,78 %,13 km/h,-,,,Settembre,1996,Gaeta
5048,20,17.6 °C,14 °C,21 °C,n/d,80 %,7.6 km/h,-,,,Settembre,1996,Gaeta
5049,21,17.1 °C,13 °C,21 °C,n/d,86 %,7.6 km/h,-,,,Settembre,1996,Gaeta
5050,22,18.4 °C,15 °C,22 °C,n/d,87 %,9.4 km/h,-,,,Settembre,1996,Gaeta
5051,23,15.1 °C,13 °C,20 °C,n/d,87 %,9.4 km/h,-,,,Settembre,1996,Gaeta
5052,24,16 °C,12 °C,20 °C,-,78 %,13 km/h,-,Nessuno,,Settembre,1996,Gaeta
5053,25,14.6 °C,10 °C,18 °C,n/d,87 %,5.4 km/h,-,,,Settembre,1996,Gaeta
5054,26,17.7 °C,13 °C,22 °C,-,72 %,11.1 km/h,-,,,Settembre,1996,Gaeta
5055,27,16.9 °C,9 °C,22 °C,-,65 %,5.4 km/h,-,Nessuno,,Settembre,1996,Gaeta
5056,28,20.4 °C,16 °C,24 °C,-,54 %,1.9 km/h,-,Nessuno,,Settembre,1996,Gaeta
5057,29,19.4 °C,12 °C,25 °C,-,58 %,5.4 km/h,-,Nessuno,,Settembre,1996,Gaeta
5058,1,16.2 °C,14 °C,19 °C,n/d,85 %,13 km/h,-,,,Maggio,1996,Gaeta
5059,2,16.5 °C,13 °C,20 °C,n/d,84 %,13 km/h,-,,,Maggio,1996,Gaeta
5060,3,17.9 °C,16 °C,20 °C,n/d,76 %,18.3 km/h,-,,,Maggio,1996,Gaeta
5061,4,16.3 °C,11 °C,20 °C,n/d,80 %,7.6 km/h,-,,,Maggio,1996,Gaeta
5062,5,17.5 °C,10 °C,25 °C,n/d,79 %,7.6 km/h,-,,,Maggio,1996,Gaeta
5063,6,21.1 °C,12 °C,27 °C,-,71 %,9.4 km/h,-,Nessuno,,Maggio,1996,Gaeta
5064,7,20.3 °C,13 °C,26 °C,-,79 %,13 km/h,-,Nessuno,,Maggio,1996,Gaeta
5065,8,19.1 °C,13 °C,25 °C,-,77 %,13 km/h,-,Nessuno,,Maggio,1996,Gaeta
5066,9,14.9 °C,12 °C,18 °C,n/d,90 %,9.4 km/h,-,,,Maggio,1996,Gaeta
5067,10,18 °C,9 °C,23 °C,-,69 %,9.4 km/h,-,Nessuno,,Maggio,1996,Gaeta
5068,11,14.9 °C,13 °C,16 °C,n/d,90 %,13 km/h,-,,,Maggio,1996,Gaeta
5069,12,15.3 °C,12 °C,19 °C,n/d,85 %,18.3 km/h,-,,,Maggio,1996,Gaeta
5070,13,14.2 °C,11 °C,18 °C,n/d,85 %,5.4 km/h,-,,,Maggio,1996,Gaeta
5071,14,15.5 °C,8 °C,22 °C,-,77 %,11.1 km/h,-,,,Maggio,1996,Gaeta
5072,15,16.9 °C,9 °C,22 °C,-,71 %,18.3 km/h,-,Nessuno,,Maggio,1996,Gaeta
5073,16,16.8 °C,9 °C,23 °C,-,77 %,13 km/h,-,,,Maggio,1996,Gaeta
5074,17,19.1 °C,11 °C,25 °C,-,77 %,5.4 km/h,-,,,Maggio,1996,Gaeta
5075,18,18.7 °C,12 °C,28 °C,-,71 %,11.1 km/h,-,Nessuno,,Maggio,1996,Gaeta
5076,19,-,-,-,-,-,-,-,,n/d,Maggio,1996,Gaeta
5077,20,17.1 °C,14 °C,21 °C,n/d,71 %,14.8 km/h,-,,,Maggio,1996,Gaeta
5078,21,18.1 °C,7 °C,24 °C,-,51 %,13 km/h,-,Nessuno,,Maggio,1996,Gaeta
5079,22,17.3 °C,8 °C,23 °C,-,61 %,11.1 km/h,-,Nessuno,,Maggio,1996,Gaeta
5080,23,19.8 °C,9 °C,24 °C,-,62 %,14.8 km/h,-,Nessuno,,Maggio,1996,Gaeta
5081,24,19.2 °C,11 °C,24 °C,-,73 %,13 km/h,-,Nessuno,,Maggio,1996,Gaeta
5082,25,19.8 °C,13 °C,25 °C,-,77 %,13 km/h,-,,,Maggio,1996,Gaeta
5083,26,18.1 °C,12 °C,25 °C,-,71 %,5.4 km/h,-,Nessuno,,Maggio,1996,Gaeta
5084,27,18 °C,12 °C,23 °C,n/d,78 %,20.6 km/h,-,,,Maggio,1996,Gaeta
5085,28,18.4 °C,13 °C,25 °C,n/d,62 %,18.3 km/h,-,,,Maggio,1996,Gaeta
5086,29,16.3 °C,11 °C,22 °C,-,41 %,14.8 km/h,-,Nessuno,,Maggio,1996,Gaeta
5087,30,18.4 °C,7 °C,26 °C,-,57 %,11.1 km/h,-,Nessuno,,Maggio,1996,Gaeta
5088,1,15.6 °C,14 °C,20 °C,n/d,85 %,7.6 km/h,-,,,Giugno,1997,Gaeta
5089,2,18.2 °C,14 °C,23 °C,n/d,81 %,16.5 km/h,-,,,Giugno,1997,Gaeta
5090,3,19.1 °C,13 °C,24 °C,-,74 %,14.8 km/h,-,Nessuno,,Giugno,1997,Gaeta
5091,4,20.6 °C,13 °C,26 °C,-,67 %,14.8 km/h,-,Nessuno,,Giugno,1997,Gaeta
5092,5,18.8 °C,15 °C,23 °C,n/d,83 %,13 km/h,-,,,Giugno,1997,Gaeta
5093,6,19 °C,13 °C,25 °C,n/d,75 %,18.3 km/h,-,,,Giugno,1997,Gaeta
5094,7,21.5 °C,14 °C,27 °C,-,70 %,13 km/h,-,Nessuno,,Giugno,1997,Gaeta
5095,8,21.1 °C,15 °C,29 °C,-,74 %,14.8 km/h,28 km/h,Nessuno,,Giugno,1997,Gaeta
5096,9,27 °C,17 °C,32 °C,-,52 %,11.1 km/h,-,Nessuno,,Giugno,1997,Gaeta
5097,10,26.8 °C,18 °C,32 °C,-,56 %,7.6 km/h,-,Nessuno,,Giugno,1997,Gaeta
5098,11,26.7 °C,20 °C,32 °C,-,59 %,13 km/h,-,Nessuno,,Giugno,1997,Gaeta
5099,12,24 °C,17 °C,31 °C,-,66 %,13 km/h,-,Nessuno,,Giugno,1997,Gaeta
5100,13,18.2 °C,16 °C,23 °C,-,89 %,13 km/h,-,,,Giugno,1997,Gaeta
5101,14,25.9 °C,17 °C,33 °C,-,63 %,18.3 km/h,-,Nessuno,,Giugno,1997,Gaeta
5102,15,25.9 °C,18 °C,32 °C,-,66 %,16.5 km/h,-,Nessuno,,Giugno,1997,Gaeta
5103,16,25.9 °C,19 °C,32 °C,-,72 %,18.3 km/h,-,Nessuno,,Giugno,1997,Gaeta
5104,17,25.6 °C,20 °C,32 °C,-,65 %,13 km/h,-,Nessuno,,Giugno,1997,Gaeta
5105,18,22.8 °C,20 °C,29 °C,-,77 %,11.1 km/h,-,Nessuno,,Giugno,1997,Gaeta
5106,19,25.7 °C,19 °C,32 °C,n/d,64 %,27.8 km/h,47 km/h,,,Giugno,1997,Gaeta
5107,20,21.7 °C,16 °C,27 °C,-,69 %,22.2 km/h,-,Nessuno,,Giugno,1997,Gaeta
5108,21,21.8 °C,14 °C,28 °C,-,63 %,18.3 km/h,-,Nessuno,,Giugno,1997,Gaeta
5109,22,23.7 °C,17 °C,31 °C,-,59 %,18.3 km/h,-,Nessuno,,Giugno,1997,Gaeta
5110,23,22.9 °C,16 °C,28 °C,-,57 %,18.3 km/h,-,Nessuno,,Giugno,1997,Gaeta
5111,24,20.7 °C,13 °C,28 °C,-,51 %,14.8 km/h,-,Nessuno,,Giugno,1997,Gaeta
5112,25,20.7 °C,12 °C,28 °C,-,57 %,18.3 km/h,-,Nessuno,,Giugno,1997,Gaeta
5113,26,21.3 °C,13 °C,26 °C,-,61 %,20.6 km/h,-,Nessuno,,Giugno,1997,Gaeta
5114,27,22.8 °C,14 °C,31 °C,-,45 %,14.8 km/h,-,Nessuno,,Giugno,1997,Gaeta
5115,28,27.7 °C,18 °C,34 °C,-,39 %,11.1 km/h,-,Nessuno,,Giugno,1997,Gaeta
5116,29,25.4 °C,18 °C,33 °C,-,62 %,25.9 km/h,-,Nessuno,,Giugno,1997,Gaeta
5117,1,25.4 °C,16 °C,32 °C,-,52 %,7.6 km/h,-,Nessuno,,Settembre,1997,Gaeta
5118,2,25.2 °C,17 °C,32 °C,-,60 %,18.3 km/h,-,Nessuno,,Settembre,1997,Gaeta
5119,3,25.2 °C,17 °C,32 °C,-,61 %,13 km/h,-,,,Settembre,1997,Gaeta
5120,4,24.4 °C,18 °C,31 °C,-,52 %,13 km/h,-,Nessuno,,Settembre,1997,Gaeta
5121,5,26.2 °C,17 °C,33 °C,-,48 %,14.8 km/h,-,Nessuno,,Settembre,1997,Gaeta
5122,6,26.4 °C,20 °C,33 °C,-,58 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
5123,7,27.3 °C,21 °C,31 °C,-,49 %,14.8 km/h,-,Nessuno,,Settembre,1997,Gaeta
5124,8,26.7 °C,20 °C,35 °C,-,53 %,7.6 km/h,-,Nessuno,,Settembre,1997,Gaeta
5125,9,28.9 °C,18 °C,33 °C,-,48 %,9.4 km/h,-,Nessuno,,Settembre,1997,Gaeta
5126,10,27.9 °C,18 °C,32 °C,-,47 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
5127,11,26 °C,17 °C,32 °C,-,59 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
5128,12,25.7 °C,16 °C,30 °C,-,54 %,14.8 km/h,-,Nessuno,,Settembre,1997,Gaeta
5129,13,25.2 °C,16 °C,32 °C,-,58 %,7.6 km/h,-,Nessuno,,Settembre,1997,Gaeta
5130,14,22.2 °C,18 °C,29 °C,n/d,79 %,33.5 km/h,-,,,Settembre,1997,Gaeta
5131,15,22.3 °C,16 °C,26 °C,-,60 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
5132,16,21.5 °C,14 °C,27 °C,-,57 %,14.8 km/h,-,Nessuno,,Settembre,1997,Gaeta
5133,17,19.8 °C,14 °C,26 °C,-,62 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
5134,18,21.3 °C,13 °C,28 °C,-,56 %,13 km/h,-,Nessuno,,Settembre,1997,Gaeta
5135,19,22.6 °C,12 °C,28 °C,-,45 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
5136,20,23.2 °C,11 °C,29 °C,-,47 %,9.4 km/h,-,Nessuno,,Settembre,1997,Gaeta
5137,21,22 °C,13 °C,29 °C,-,51 %,13 km/h,-,Nessuno,,Settembre,1997,Gaeta
5138,22,21.6 °C,15 °C,27 °C,-,51 %,7.6 km/h,-,Nessuno,,Settembre,1997,Gaeta
5139,23,19.2 °C,16 °C,22 °C,-,67 %,5.4 km/h,-,Nessuno,,Settembre,1997,Gaeta
5140,24,20.8 °C,16 °C,25 °C,-,66 %,14.8 km/h,-,Nessuno,,Settembre,1997,Gaeta
5141,25,19.9 °C,12 °C,28 °C,-,48 %,11.1 km/h,-,Nessuno,,Settembre,1997,Gaeta
